word,level,status,mastery,last_seen,scene
impossible,A2,new,0,,
impress,B2,new,0,,
impressed,B2,new,0,,
impression,B1,new,0,,
impressive,B1,new,0,,
improve,A1,new,0,,
improvement,B1,new,0,,
inch,B2,new,0,,
incident,B2,new,0,,
include,A1,new,0,,
included,A2,new,0,,
including,A2,new,0,,
income,B2,new,0,,
increasingly,B2,new,0,,
incredible,A2,new,0,,
incredibly,B1,new,0,,
indeed,B1,new,0,,
independent,A2,new,0,,
indicate,B1,new,0,,
indirect,B1,new,0,,
indoor,B1,new,0,,
indoors,B1,new,0,,
industrial,B2,new,0,,
industry,A2,new,0,,
infection,B2,new,0,,
inform,B2,new,0,,
informal,A2,new,0,,
information,A1,new,0,,
ingredient,B1,new,0,,
initial,B2,new,0,,
initially,B2,new,0,,
initiative,B2,new,0,,
injure,B1,new,0,,
injured,B1,new,0,,
injury,A2,new,0,,
inner,B2,new,0,,
innocent,B1,new,0,,
insect,A2,new,0,,
insight,B2,new,0,,
insist,B2,new,0,,
inspire,B2,new,0,,
install,B2,new,0,,
instance,B2,new,0,,
instead,A2,new,0,,
institute,B2,new,0,,
institution,B2,new,0,,
instruction,A2,new,0,,
instructor,A2,new,0,,
instrument,A2,new,0,,
insurance,B2,new,0,,
intelligence,B1,new,0,,
intelligent,A2,new,0,,
intend,B1,new,0,,
intended,B2,new,0,,
intense,B2,new,0,,
intention,B1,new,0,,
interested,A1,new,0,,
interesting,A1,new,0,,
internal,B2,new,0,,
international,A2,new,0,,
internet,A1,new,0,,
interpret,B2,new,0,,
interrupt,B2,new,0,,
into,A1,new,0,,
introduce,A1,new,0,,
introduction,A2,new,0,,
invent,A2,new,0,,
invention,A2,new,0,,
invest,B1,new,0,,
investigate,B1,new,0,,
investigation,B2,new,0,,
investment,B2,new,0,,
invitation,A2,new,0,,
invite,A2,new,0,,
involve,A2,new,0,,
involved,B1,new,0,,
island,A1,new,0,,
issue,B1,new,0,,
it,B1,new,0,,
item,A2,new,0,,
its,A1,new,0,,
itself,A2,new,0,,
jacket,A1,new,0,,
jam,A2,new,0,,
january,A1,new,0,,
jazz,A2,new,0,,
jeans,A1,new,0,,
jewellery,A2,new,0,,
job,A1,new,0,,
join,A1,new,0,,
journal,B1,new,0,,
journalist,A2,new,0,,
journey,A1,new,0,,
joy,B2,new,0,,
judgement,B2,new,0,,
juice,A1,new,0,,
july,A1,new,0,,
june,A1,new,0,,
junior,B2,new,0,,
just,A1,new,0,,
justice,B2,new,0,,
justify,B2,new,0,,
keen,B1,new,0,,
keep,A1,new,0,,
keyboard,B1,new,0,,
kid,A2,new,0,,
kill,A2,new,0,,
killing,B1,new,0,,
kilometre,A1,new,0,,
king,A2,new,0,,
kitchen,A1,new,0,,
knee,A2,new,0,,
knife,A2,new,0,,
knock,A2,new,0,,
know,A1,new,0,,
knowledge,A2,new,0,,
lab,A2,new,0,,
laboratory,B1,new,0,,
labour,B2,new,0,,
lady,A2,new,0,,
lake,A2,new,0,,
lamp,A2,new,0,,
land,A1,new,0,,
landscape,B2,new,0,,
language,A1,new,0,,
laptop,A2,new,0,,
large,A1,new,0,,
largely,B2,new,0,,
later,A1,new,0,,
latest,B1,new,0,,
laughter,A2,new,0,,
law,A2,new,0,,
lawyer,A2,new,0,,
lay,B1,new,0,,
layer,B1,new,0,,
lazy,A2,new,0,,
leader,A2,new,0,,
leadership,B2,new,0,,
leading,B1,new,0,,
leaf,B1,new,0,,
league,B2,new,0,,
lean,B2,new,0,,
learn,A1,new,0,,
learning,A2,new,0,,
leather,B1,new,0,,
leave,A1,new,0,,
leg,A1,new,0,,
legal,B1,new,0,,
leisure,B1,new,0,,
lemon,A2,new,0,,
lend,A2,new,0,,
length,B1,new,0,,
lesson,A1,new,0,,
let,A1,new,0,,
letter,A1,new,0,,
level,A2,new,0,,
library,A1,new,0,,
licence,B2,new,0,,
life,A1,new,0,,
lifestyle,A2,new,0,,
likely,A2,new,0,,
limited,B2,new,0,,
line,A1,new,0,,
lion,A1,new,0,,
lip,B1,new,0,,
listen,A1,new,0,,
listener,A2,new,0,,
literature,B1,new,0,,
lively,B2,new,0,,
loan,B2,new,0,,
local,A1,new,0,,
locate,B1,new,0,,
located,B1,new,0,,
location,B1,new,0,,
logical,B2,new,0,,
lonely,B1,new,0,,
look,A1,new,0,,
loose,B2,new,0,,
lord,B2,new,0,,
lorry,A2,new,0,,
lose,A1,new,0,,
loss,B1,new,0,,
lost,A2,new,0,,
loudly,A2,new,0,,
lovely,A2,new,0,,
lower,B2,new,0,,
luck,A2,new,0,,
lucky,A2,new,0,,
lunch,A1,new,0,,
lung,B2,new,0,,
luxury,B1,new,0,,
machine,A1,new,0,,
mad,B1,new,0,,
magazine,A1,new,0,,
main,A1,new,0,,
mainly,B1,new,0,,
maintain,B2,new,0,,
major,A2,new,0,,
majority,B2,new,0,,
make,A1,new,0,,
mall,B1,new,0,,
man,A1,new,0,,
manage,A2,new,0,,
management,B1,new,0,,
manager,A2,new,0,,
manner,A2,new,0,,
map,A1,new,0,,
march,A1,new,0,,
market,A1,new,0,,
marketing,B1,new,0,,
marriage,B1,new,0,,
married,A1,new,0,,
marry,A2,new,0,,
massive,B2,new,0,,
matching,B2,new,0,,
material,A2,new,0,,
mathematics,A2,new,0,,
maths,A2,new,0,,
may,A1,new,0,,
may modal,A2,new,0,,
maybe,A1,new,0,,
me,A1,new,0,,
meal,A1,new,0,,
mean,A1,new,0,,
meaning,A1,new,0,,
means,B2,new,0,,
meanwhile,B1,new,0,,
measurement,B2,new,0,,
meat,A1,new,0,,
media,A2,new,0,,
medical,A2,new,0,,
medicine,A2,new,0,,
medium,B1,new,0,,
meet,A1,new,0,,
meeting,A1,new,0,,
melt,B2,new,0,,
member,A1,new,0,,
memory,A2,new,0,,
mental,B1,new,0,,
mention,A2,new,0,,
menu,A1,new,0,,
message,A1,new,0,,
metal,A2,new,0,,
method,A2,new,0,,
metre,A1,new,0,,
midnight,A1,new,0,,
might modal,A2,new,0,,
mild,B1,new,0,,
mile,A1,new,0,,
milk,A1,new,0,,
million number,A1,new,0,,
mineral,B2,new,0,,
minister,B2,new,0,,
minor,B2,new,0,,
minority,B2,new,0,,
mirror,A2,new,0,,
miss,A1,new,0,,
missing,A2,new,0,,
mission,B2,new,0,,
mistake,A1,new,0,,
mixed,B2,new,0,,
mixture,B1,new,0,,
model,A1,new,0,,
modern,A1,new,0,,
modify,B2,new,0,,
moment,A1,new,0,,
monday,A1,new,0,,
money,A1,new,0,,
monkey,A2,new,0,,
month,A1,new,0,,
mood,B1,new,0,,
moon,A2,new,0,,
morning,A1,new,0,,
mostly,A2,new,0,,
mother,A1,new,0,,
motorcycle,A2,new,0,,
mount,B2,new,0,,
mountain,A1,new,0,,
mouse,A1,new,0,,
mouth,A1,new,0,,
move,A1,new,0,,
movement,A2,new,0,,
movie,A1,new,0,,
mud,B1,new,0,,
multiple,B2,new,0,,
multiply,B2,new,0,,
mum,A1,new,0,,
muscle,B1,new,0,,
museum,A1,new,0,,
music,A1,new,0,,
musical,A2,new,0,,
musician,A2,new,0,,
must modal,A1,new,0,,
my,A1,new,0,,
myself,A2,new,0,,
mysterious,B2,new,0,,
mystery,B1,new,0,,
nail,B1,new,0,,
narrow,A2,new,0,,
nation,B1,new,0,,
national,A2,new,0,,
natural,A1,new,0,,
naturally,B1,new,0,,
nature,A2,new,0,,
nearly,A2,new,0,,
neat,B2,new,0,,
necessarily,B1,new,0,,
necessary,A2,new,0,,
neck,A2,new,0,,
need,A1,new,0,,
needle,B1,new,0,,
negative,A1,new,0,,
neighbour,A1,new,0,,
neighbourhood,B1,new,0,,
nerve,B2,new,0,,
nervous,A2,new,0,,
net,B1,new,0,,
network,A2,new,0,,
never,A1,new,0,,
nevertheless,B2,new,0,,
new,A1,new,0,,
news,A1,new,0,,
newspaper,A1,new,0,,
nice,A1,new,0,,
night,A1,new,0,,
nightmare,B2,new,0,,
nine number,A1,new,0,,
nineteen number,A1,new,0,,
ninety number,A1,new,0,,
nobody,A1,new,0,,
noise,A2,new,0,,
noisy,A2,new,0,,
none,A2,new,0,,
normal,A2,new,0,,
normally,A2,new,0,,
northern,B1,new,0,,
nose,A1,new,0,,
not,A1,new,0,,
note,A1,new,0,,
nothing,A1,new,0,,
notion,B2,new,0,,
novel,A2,new,0,,
november,A1,new,0,,
now,A1,new,0,,
nowhere,A2,new,0,,
nuclear,B1,new,0,,
number,A1,new,0,,
numerous,B2,new,0,,
nurse,A1,new,0,,
nut,A2,new,0,,
obey,B2,new,0,,
object,A1,new,0,,
obligation,B2,new,0,,
observation,B2,new,0,,
observe,B2,new,0,,
obtain,B2,new,0,,
obvious,B1,new,0,,
obviously,B1,new,0,,
occasion,B1,new,0,,
occasionally,B2,new,0,,
occur,B1,new,0,,
ocean,A2,new,0,,
october,A1,new,0,,
odd,B1,new,0,,
of,A1,new,0,,
offence,B2,new,0,,
offend,B2,new,0,,
offensive,B2,new,0,,
office,A1,new,0,,
officer,A2,new,0,,
official,B1,new,0,,
often,A1,new,0,,
oh,A1,new,0,,
oil,A2,new,0,,
old,A1,new,0,,
old-fashioned,B1,new,0,,
once,A1,new,0,,
onion,A1,new,0,,
onto,A2,new,0,,
opening,B2,new,0,,
operate,B2,new,0,,
operation,B1,new,0,,
opinion,A1,new,0,,
opponent,B2,new,0,,
opportunity,A2,new,0,,
oppose,B2,new,0,,
opposed,B2,new,0,,
opposition,B2,new,0,,
option,A2,new,0,,
or,A1,new,0,,
ordinary,A2,new,0,,
organ,B2,new,0,,
organization,A2,new,0,,
organize,A2,new,0,,
organized,B1,new,0,,
organizer,B1,new,0,,
origin,B2,new,0,,
original,A2,new,0,,
originally,B1,new,0,,
otherwise,B2,new,0,,
ought modal,B1,new,0,,
our,A1,new,0,,
ours,B1,new,0,,
ourselves,A2,new,0,,
outcome,B2,new,0,,
outdoor,B1,new,0,,
outdoors,B1,new,0,,
outer,B2,new,0,,
outside,A1,new,0,,
oven,A2,new,0,,
owe,B2,new,0,,
owner,A2,new,0,,
pack,A2,new,0,,
package,B1,new,0,,
page,A1,new,0,,
pain,A2,new,0,,
painful,B1,new,0,,
painter,A2,new,0,,
painting,A1,new,0,,
pair,A1,new,0,,
palace,A2,new,0,,
pale,B1,new,0,,
pan,B1,new,0,,
panel,B2,new,0,,
pants,A2,new,0,,
paper,A1,new,0,,
paragraph,A1,new,0,,
parent,A1,new,0,,
parking,A2,new,0,,
parliament,B2,new,0,,
part,A1,new,0,,
participant,B2,new,0,,
participate,B1,new,0,,
particular,A2,new,0,,
particularly,B1,new,0,,
partly,B2,new,0,,
partner,A1,new,0,,
party,A1,new,0,,
pass,A2,new,0,,
passage,B2,new,0,,
passenger,A2,new,0,,
passion,B1,new,0,,
passport,A1,new,0,,
path,B1,new,0,,
patient,A2,new,0,,
pattern,A2,new,0,,
pay,A1,new,0,,
payment,B1,new,0,,
peace,A2,new,0,,
peaceful,B1,new,0,,
pen,A1,new,0,,
pencil,A1,new,0,,
penny,A2,new,0,,
people,A1,new,0,,
pepper,A1,new,0,,
per,A2,new,0,,
percentage,B1,new,0,,
perfect,A1,new,0,,
perfectly,B1,new,0,,
perform,A2,new,0,,
performance,B1,new,0,,
perhaps,A2,new,0,,
period,A1,new,0,,
permanent,B2,new,0,,
permission,A2,new,0,,
person,A1,new,0,,
personal,A1,new,0,,
personality,A2,new,0,,
personally,B1,new,0,,
perspective,B2,new,0,,
persuade,B1,new,0,,
pet,A2,new,0,,
petrol,A2,new,0,,
phase,B2,new,0,,
phenomenon,B2,new,0,,
philosophy,B2,new,0,,
photo,A1,new,0,,
photograph,A1,new,0,,
photographer,B1,new,0,,
photography,B1,new,0,,
phrase,A1,new,0,,
physical,A2,new,0,,
physics,A2,new,0,,
piano,A1,new,0,,
pick,A2,new,0,,
picture,A1,new,0,,
piece,A1,new,0,,
pig,A1,new,0,,
pilot,A2,new,0,,
pipe,B1,new,0,,
pitch,B2,new,0,,
place,A1,new,0,,
plain,B2,new,0,,
plane,A1,new,0,,
planet,A2,new,0,,
planning,B1,new,0,,
plant,A1,new,0,,
plate,A2,new,0,,
platform,A2,new,0,,
player,A1,new,0,,
pleasant,B1,new,0,,
please,A1,new,0,,
pleased,A2,new,0,,
pleasure,B1,new,0,,
plenty,B1,new,0,,
plot,B1,new,0,,
pocket,A2,new,0,,
poem,B1,new,0,,
poet,B1,new,0,,
poetry,B1,new,0,,
point,A1,new,0,,
pointed,B2,new,0,,
poisonous,B1,new,0,,
police,A1,new,0,,
policeman,A1,new,0,,
policy,B1,new,0,,
polite,A2,new,0,,
political,B1,new,0,,
politician,B1,new,0,,
politics,B1,new,0,,
pollution,A2,new,0,,
pool,A1,new,0,,
poor,A1,new,0,,
popular,A1,new,0,,
popularity,B2,new,0,,
population,A2,new,0,,
port,B1,new,0,,
portrait,B1,new,0,,
pose,B2,new,0,,
position,A2,new,0,,
positive,A1,new,0,,
possess,B2,new,0,,
possession,A2,new,0,,
possibility,A2,new,0,,
possible,A1,new,0,,
possibly,B1,new,0,,
poster,A2,new,0,,
pot,B1,new,0,,
potato,A1,new,0,,
pound,A1,new,0,,
pour,B1,new,0,,
poverty,B1,new,0,,
powder,B1,new,0,,
power,A2,new,0,,
powerful,B1,new,0,,
practical,B1,new,0,,
practice,A1,new,0,,
practise,A1,new,0,,
pray,B1,new,0,,
prayer,B1,new,0,,
predict,A2,new,0,,
prediction,B1,new,0,,
prefer,A1,new,0,,
pregnant,B2,new,0,,
preparation,B2,new,0,,
prepare,A1,new,0,,
prepared,B1,new,0,,
presence,B2,new,0,,
presentation,B1,new,0,,
preserve,B2,new,0,,
president,A2,new,0,,
pressure,B1,new,0,,
pretend,B1,new,0,,
prevent,A2,new,0,,
previous,B1,new,0,,
previously,B1,new,0,,
price,A1,new,0,,
priest,B1,new,0,,
primary,B1,new,0,,
prime,B2,new,0,,
prince,B1,new,0,,
princess,B1,new,0,,
principle,B2,new,0,,
print,A2,new,0,,
printer,A2,new,0,,
printing,B1,new,0,,
priority,B2,new,0,,
prison,A2,new,0,,
prisoner,B1,new,0,,
privacy,B2,new,0,,
private,B1,new,0,,
prize,A2,new,0,,
probably,A1,new,0,,
problem,A1,new,0,,
procedure,B2,new,0,,
process,A2,new,0,,
produce,A2,new,0,,
producer,B1,new,0,,
product,A1,new,0,,
production,B1,new,0,,
profession,B1,new,0,,
professional,A2,new,0,,
professor,A2,new,0,,
profile,A2,new,0,,
profit,B1,new,0,,
program,A2,new,0,,
programme,A1,new,0,,
progress,A2,new,0,,
project,A1,new,0,,
promote,B1,new,0,,
pronounce,A2,new,0,,
proof,B2,new,0,,
proper,B1,new,0,,
properly,B1,new,0,,
property,B1,new,0,,
proposal,B2,new,0,,
propose,B2,new,0,,
prospect,B2,new,0,,
protect,A2,new,0,,
protection,B2,new,0,,
proud,B1,new,0,,
prove,B1,new,0,,
provide,A2,new,0,,
psychologist,B2,new,0,,
psychology,B2,new,0,,
pub,A2,new,0,,
publication,B2,new,0,,
publish,A2,new,0,,
pull,A2,new,0,,
punish,B1,new,0,,
punishment,B1,new,0,,
pupil,B2,new,0,,
pure,B2,new,0,,
purpose,A2,new,0,,
pursue,B2,new,0,,
push,A2,new,0,,
put,A1,new,0,,
qualification,B1,new,0,,
qualified,B1,new,0,,
qualify,B1,new,0,,
quality,A2,new,0,,
quantity,A2,new,0,,
quarter,A1,new,0,,
queen,A2,new,0,,
question,A1,new,0,,
quick,A1,new,0,,
quickly,A1,new,0,,
quiet,A1,new,0,,
quietly,A2,new,0,,
quit,B1,new,0,,
quite,A1,new,0,,
quotation,B1,new,0,,
racing,B1,new,0,,
radio,A1,new,0,,
railway,A2,new,0,,
raise,A2,new,0,,
range,B1,new,0,,
rapid,B2,new,0,,
rapidly,B2,new,0,,
rare,B1,new,0,,
rarely,B1,new,0,,
rate,A2,new,0,,
rather,A2,new,0,,
raw,B2,new,0,,
reach,A2,new,0,,
react,A2,new,0,,
reaction,B1,new,0,,
read,A1,new,0,,
reader,A1,new,0,,
reading,A1,new,0,,
ready,A1,new,0,,
real,A1,new,0,,
realistic,B2,new,0,,
reality,B1,new,0,,
realize,A2,new,0,,
really,A1,new,0,,
reason,A1,new,0,,
reasonable,B2,new,0,,
recall,B2,new,0,,
receipt,B1,new,0,,
receive,A2,new,0,,
recent,A2,new,0,,
recently,A2,new,0,,
reception,A2,new,0,,
recipe,A2,new,0,,
recognize,A2,new,0,,
recommend,A2,new,0,,
recommendation,B1,new,0,,
recording,A2,new,0,,
recover,B2,new,0,,
recycle,A2,new,0,,
reduce,A2,new,0,,
reduction,B2,new,0,,
refer,A2,new,0,,
reference,B1,new,0,,
reflect,B1,new,0,,
region,A2,new,0,,
regional,B2,new,0,,
regular,A2,new,0,,
regularly,B1,new,0,,
regulation,B2,new,0,,
reject,B1,new,0,,
relate,B1,new,0,,
related,B1,new,0,,
relation,B1,new,0,,
relationship,A2,new,0,,
relatively,B2,new,0,,
relax,A1,new,0,,
relaxed,B1,new,0,,
relaxing,B1,new,0,,
relevant,B2,new,0,,
reliable,B1,new,0,,
relief,B2,new,0,,
religion,B1,new,0,,
religious,B1,new,0,,
rely,B2,new,0,,
remain,B1,new,0,,
remember,A1,new,0,,
remind,B1,new,0,,
remote,B1,new,0,,
remove,A2,new,0,,
repair,A2,new,0,,
repeat,A1,new,0,,
repeated,B1,new,0,,
replace,A2,new,0,,
report,A1,new,0,,
reporter,A2,new,0,,
represent,B1,new,0,,
reputation,B2,new,0,,
request,A2,new,0,,
require,B1,new,0,,
requirement,B2,new,0,,
researcher,A2,new,0,,
reservation,B1,new,0,,
resist,B2,new,0,,
resolve,B2,new,0,,
resort,B2,new,0,,
resource,B1,new,0,,
respond,A2,new,0,,
response,A2,new,0,,
responsibility,B1,new,0,,
responsible,B1,new,0,,
restaurant,A1,new,0,,
result,A1,new,0,,
retain,B2,new,0,,
retire,B1,new,0,,
retired,B1,new,0,,
reveal,B2,new,0,,
revise,B1,new,0,,
revolution,B2,new,0,,
rhythm,B2,new,0,,
rice,A1,new,0,,
rich,A1,new,0,,
rid,B2,new,0,,
ride,A1,new,0,,
rise,A2,new,0,,
river,A1,new,0,,
road,A1,new,0,,
robot,B1,new,0,,
role,A2,new,0,,
romantic,B1,new,0,,
roof,A2,new,0,,
room,A1,new,0,,
root,B2,new,0,,
rope,B1,new,0,,
rough,B1,new,0,,
route,A2,new,0,,
routine,A1,new,0,,
royal,B1,new,0,,
rub,B2,new,0,,
rubbish,A2,new,0,,
rude,A2,new,0,,
rugby,B1,new,0,,
rule,A1,new,0,,
run,A1,new,0,,
runner,A2,new,0,,
running,A2,new,0,,
rural,B2,new,0,,
sad,A1,new,0,,
sadly,A2,new,0,,
safe,A2,new,0,,
safety,B1,new,0,,
sail,A2,new,0,,
sailing,A2,new,0,,
sailor,B1,new,0,,
salad,A1,new,0,,
salary,A2,new,0,,
sale,A2,new,0,,
salt,A1,new,0,,
sample,B1,new,0,,
sand,B1,new,0,,
sandwich,A1,new,0,,
satellite,B2,new,0,,
satisfied,B2,new,0,,
satisfy,B2,new,0,,
saturday,A1,new,0,,
sauce,A2,new,0,,
save,A2,new,0,,
saving,B2,new,0,,
say,A1,new,0,,
scale,B2,new,0,,
scan,B1,new,0,,
scared,A2,new,0,,
scary,A2,new,0,,
scene,A2,new,0,,
schedule,A2,new,0,,
scheme,B2,new,0,,
school,A1,new,0,,
science,A1,new,0,,
scientific,B1,new,0,,
scientist,A1,new,0,,
screen,A2,new,0,,
script,B1,new,0,,
sculpture,B1,new,0,,
sea,A1,new,0,,
season,A2,new,0,,
seat,A2,new,0,,
secondary,B1,new,0,,
secondly,A2,new,0,,
secretary,A2,new,0,,
section,A1,new,0,,
sector,B2,new,0,,
security,B1,new,0,,
see,A1,new,0,,
seed,B1,new,0,,
seek,B2,new,0,,
seem,A2,new,0,,
select,B2,new,0,,
selection,B2,new,0,,
self,B2,new,0,,
sell,A1,new,0,,
send,A1,new,0,,
senior,B2,new,0,,
sense,A2,new,0,,
sensible,B1,new,0,,
sensitive,B2,new,0,,
sentence,A1,new,0,,
separate,A2,new,0,,
september,A1,new,0,,
sequence,B2,new,0,,
series,A2,new,0,,
serious,A2,new,0,,
seriously,B1,new,0,,
servant,B1,new,0,,
serve,A2,new,0,,
service,A2,new,0,,
session,B2,new,0,,
setting,B1,new,0,,
settle,B2,new,0,,
seven number,A1,new,0,,
seventeen number,A1,new,0,,
seventy number,A1,new,0,,
severe,B2,new,0,,
sex,B1,new,0,,
sexual,B1,new,0,,
shade,B2,new,0,,
shadow,B2,new,0,,
shake,A2,new,0,,
shall modal,A2,new,0,,
shallow,B2,new,0,,
shame,B2,new,0,,
shape,A2,new,0,,
share,A1,new,0,,
sharp,B1,new,0,,
she,A1,new,0,,
sheep,A1,new,0,,
sheet,A2,new,0,,
shelf,B1,new,0,,
shell,B1,new,0,,
shift,B1,new,0,,
shine,B1,new,0,,
shiny,B1,new,0,,
ship,A2,new,0,,
shirt,A1,new,0,,
shocked,B2,new,0,,
shoe,A1,new,0,,
shoot,B1,new,0,,
shooting,B2,new,0,,
shopping,A1,new,0,,
short,A1,new,0,,
shot,B2,new,0,,
should modal,A1,new,0,,
shoulder,A2,new,0,,
shower,A1,new,0,,
shy,B1,new,0,,
sick,A1,new,0,,
side,A2,new,0,,
sight,B1,new,0,,
significant,B2,new,0,,
significantly,B2,new,0,,
silence,B2,new,0,,
silent,B1,new,0,,
silk,B2,new,0,,
silly,B1,new,0,,
similar,A1,new,0,,
similarity,B1,new,0,,
similarly,B1,new,0,,
simple,A2,new,0,,
simply,B1,new,0,,
sincere,B2,new,0,,
sing,A1,new,0,,
singer,A1,new,0,,
singing,A2,new,0,,
sink,B1,new,0,,
sir,A2,new,0,,
sister,A1,new,0,,
sit,A1,new,0,,
site,A2,new,0,,
situation,A1,new,0,,
six number,A1,new,0,,
sixteen number,A1,new,0,,
sixty number,A1,new,0,,
size,A2,new,0,,
skiing,A2,new,0,,
skill,A1,new,0,,
skin,A2,new,0,,
skirt,A1,new,0,,
sky,A2,new,0,,
slave,B2,new,0,,
sleep,A1,new,0,,
slight,B2,new,0,,
slightly,B1,new,0,,
slip,B2,new,0,,
slow,A1,new,0,,
slowly,A2,new,0,,
small,A1,new,0,,
smart,B1,new,0,,
smartphone,A2,new,0,,
smoking,A2,new,0,,
smooth,B1,new,0,,
snake,A1,new,0,,
soap,A2,new,0,,
soccer,A2,new,0,,
social,A2,new,0,,
society,A2,new,0,,
sock,A2,new,0,,
soft,A2,new,0,,
software,B1,new,0,,
soil,B1,new,0,,
solar,B2,new,0,,
soldier,A2,new,0,,
solution,A2,new,0,,
solve,A2,new,0,,
somebody,A1,new,0,,
someone,A1,new,0,,
something,A1,new,0,,
sometimes,A1,new,0,,
somewhat,B2,new,0,,
son,A1,new,0,,
song,A1,new,0,,
soon,A1,new,0,,
sort,A2,new,0,,
soul,B2,new,0,,
soup,A1,new,0,,
source,A2,new,0,,
southern,B1,new,0,,
space,A1,new,0,,
speak,A1,new,0,,
speaker,A2,new,0,,
special,A1,new,0,,
species,B2,new,0,,
specific,A2,new,0,,
specifically,B1,new,0,,
speech,A2,new,0,,
speed,A2,new,0,,
spell,A1,new,0,,
spelling,A1,new,0,,
spend,A1,new,0,,
spending,B1,new,0,,
spicy,B1,new,0,,
spider,A2,new,0,,
spirit,B1,new,0,,
spiritual,B2,new,0,,
spoken,B1,new,0,,
spoon,A2,new,0,,
sport,A1,new,0,,
spot,B1,new,0,,
spread,B1,new,0,,
spring,A1,new,0,,
stable,B2,new,0,,
stadium,B1,new,0,,
staff,B1,new,0,,
stage,A2,new,0,,
stair,A2,new,0,,
stamp,A2,new,0,,
stand,A1,new,0,,
star,A1,new,0,,
stare,B2,new,0,,
start,A1,new,0,,
state,A2,new,0,,
statement,A1,new,0,,
station,A1,new,0,,
statistic,B1,new,0,,
statue,B1,new,0,,
status,B2,new,0,,
stay,A1,new,0,,
steady,B2,new,0,,
steal,A2,new,0,,
steel,B2,new,0,,
steep,B2,new,0,,
step,A2,new,0,,
sticky,B2,new,0,,
stiff,B2,new,0,,
still,A1,new,0,,
stock,B2,new,0,,
stomach,A2,new,0,,
stone,A2,new,0,,
store,A2,new,0,,
storm,A2,new,0,,
story,A1,new,0,,
strange,A2,new,0,,
stranger,B1,new,0,,
strategy,A2,new,0,,
stream,B2,new,0,,
street,A1,new,0,,
strength,B1,new,0,,
strict,B2,new,0,,
string,B1,new,0,,
strong,A1,new,0,,
strongly,B1,new,0,,
structure,A2,new,0,,
student,A1,new,0,,
studio,B1,new,0,,
stuff,B1,new,0,,
stupid,A2,new,0,,
style,A1,new,0,,
subject,A1,new,0,,
submit,B2,new,0,,
substance,B1,new,0,,
succeed,A2,new,0,,
success,A1,new,0,,
successful,A2,new,0,,
successfully,B1,new,0,,
sudden,B1,new,0,,
suddenly,A2,new,0,,
suffer,B1,new,0,,
sugar,A1,new,0,,
suggest,A2,new,0,,
suggestion,A2,new,0,,
suit,A2,new,0,,
suitable,B1,new,0,,
summarize,B1,new,0,,
summary,B1,new,0,,
summer,A1,new,0,,
sun,A1,new,0,,
sunday,A1,new,0,,
supermarket,A1,new,0,,
supporter,B1,new,0,,
suppose,A2,new,0,,
sure,A1,new,0,,
surely,B1,new,0,,
surface,B1,new,0,,
surgery,B2,new,0,,
surprised,A2,new,0,,
surprising,A2,new,0,,
surround,B2,new,0,,
surrounding,B2,new,0,,
survey,A2,new,0,,
survive,B1,new,0,,
swear,B2,new,0,,
sweater,A1,new,0,,
sweep,B2,new,0,,
swim,A1,new,0,,
swimming,A1,new,0,,
switch,B1,new,0,,
symbol,A2,new,0,,
sympathy,B2,new,0,,
symptom,B1,new,0,,
system,A2,new,0,,
table,A1,new,0,,
tablet,A2,new,0,,
tail,B1,new,0,,
take,A1,new,0,,
tale,B2,new,0,,
talent,B1,new,0,,
talented,B1,new,0,,
talk,A1,new,0,,
tall,A1,new,0,,
tank,B2,new,0,,
tape,B1,new,0,,
target,A2,new,0,,
task,A2,new,0,,
taxi,A1,new,0,,
tea,A1,new,0,,
teach,A1,new,0,,
teacher,A1,new,0,,
teaching,A2,new,0,,
team,A1,new,0,,
technical,B1,new,0,,
technique,B1,new,0,,
technology,A2,new,0,,
teenage,A2,new,0,,
teenager,A1,new,0,,
television,A1,new,0,,
tell,A1,new,0,,
temperature,A2,new,0,,
temporary,B2,new,0,,
ten number,A1,new,0,,
tend,B1,new,0,,
tennis,A1,new,0,,
tent,B1,new,0,,
term,A2,new,0,,
terrible,A1,new,0,,
text,A1,new,0,,
than,A1,new,0,,
thank,A1,new,0,,
the definite article,A1,new,0,,
theatre,A1,new,0,,
their,A1,new,0,,
theirs,B1,new,0,,
them,A1,new,0,,
theme,B1,new,0,,
themselves,A2,new,0,,
then,A1,new,0,,
theory,B1,new,0,,
therapy,B2,new,0,,
there,A1,new,0,,
therefore,B1,new,0,,
they,A1,new,0,,
thick,A2,new,0,,
thief,A2,new,0,,
thin,A2,new,0,,
thing,A1,new,0,,
think,A1,new,0,,
thinking,A2,new,0,,
third number,A1,new,0,,
thirsty,A1,new,0,,
thirteen number,A1,new,0,,
thirty number,A1,new,0,,
thought,A2,new,0,,
thousand number,A1,new,0,,
threat,B2,new,0,,
threaten,B2,new,0,,
three number,A1,new,0,,
throat,B1,new,0,,
throw,A2,new,0,,
thursday,A1,new,0,,
thus,B2,new,0,,
ticket,A1,new,0,,
tight,B1,new,0,,
time,A1,new,0,,
tin,B1,new,0,,
tiny,B1,new,0,,
tip,A2,new,0,,
tired,A1,new,0,,
title,A1,new,0,,
toe,B1,new,0,,
together,A1,new,0,,
toilet,A1,new,0,,
tomato,A1,new,0,,
tone,B2,new,0,,
tongue,B1,new,0,,
