word,level,status,mastery,last_seen,scene,source,meaning_cn,example,collocations,scene_text
gay,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
gaze,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
gear,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
gender,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
gene,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
generic,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
genetic,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
genius,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
genocide,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
genuine,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
genuinely,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
gesture,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
gig,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
glance,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
glimpse,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
globalization,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
globe,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
glorious,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
glory,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
golden,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
goodness,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
gorgeous,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
governance,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
grace,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
graphic,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
graphics,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
grasp,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
grave (for dead person),C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
grave (serious),C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
gravity,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
greatly,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
greenhouse,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
grid,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
grief,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
grin,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
grind,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
grip,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
gross,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
guerrilla,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
guidance,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
guideline,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
guilt,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
gut,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
habitat,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
hail,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
halfway,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
halt,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
handful,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
handling,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
handy,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
harassment,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
harbor,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
hardware,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
harmony,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
harsh,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
harvest,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
hatred,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
haunt,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
hazard,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
headquarters,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
heal,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
healthcare,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
heighten,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
helmet,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
hence,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
herb,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
heritage,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
hidden,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
hierarchy,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
high-profile,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
hilarious,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
hint,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
hip,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
historian,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
homeland,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
homeless,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
honesty,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
honey,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
hook,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
hopeful,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
hopefully,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
horizon,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
horn,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
hostage,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
hostile,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
hostility,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
humanitarian,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
humanity,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
humble,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
hunger,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
hydrogen,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
hypothesis,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
icon,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
ID,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
identical,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
identification,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
ideological,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
ideology,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
idiot,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
ignorance,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
illusion,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
imagery,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
immense,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
immigration,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
imminent,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
immune,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
implement,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
implementation,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
implication,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
imprison,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
inability,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
inadequate,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
inappropriate,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
incarcerate,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
incarceration,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
incentive,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
incidence,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
inclined,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
inclusion,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
incorporate,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
incorrect,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
incur,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
independence,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
index,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
indication,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
indicator,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
indictment,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
indigenous,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
induce,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
indulge,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
inequality,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
inevitable,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
inevitably,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
infamous,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
infant,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
infect,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
infer,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
inflation,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
inflict,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
influential,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
info,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
infrastructure,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
inhabitant,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
inherent,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
inherit,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
inhibit,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
initiate,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
inject,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
injection,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
injustice,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
ink,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
inmate,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
innovation,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
innovative,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
input,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
inquire,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
insert,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
insertion,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
insider,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
inspect,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
inspection,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
inspector,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
inspiration,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
installation,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
instant,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
instantly,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
instinct,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
institutional,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
instruct,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
instrumental,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
insufficient,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
insult,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
intact,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
intake,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
integral,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
integrate,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
integrated,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
integration,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
integrity,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
intellectual,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
intensify,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
intensity,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
intensive,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
intent,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
interact,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
interaction,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
interactive,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
interface,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
interfere,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
interference,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
interim,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
interior,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
intermediate,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
interpretation,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
intersection,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
interval,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
intervene,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
intervention,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
intimate,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
intriguing,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
invade,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
invasion,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
inventory,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
investigator,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
investor,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
invisible,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
invoke,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
involvement,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
ironic,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
ironically,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
irony,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
irrelevant,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
isolate,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
isolated,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
isolation,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
jail,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
jet,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
joint,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
journalism,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
judicial,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
jurisdiction,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
jury,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
just,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
justification,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
keen,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
kidnap,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
kidney,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
kindergarten,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
kingdom,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
kit,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
ladder,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
landing,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
landlord,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
landmark,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
lane,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
lap,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
large-scale,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
laser,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
lately,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
latter,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
lawmaker,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
lawn,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
lawsuit,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
layout,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
leak,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
leap,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
legacy,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
legend,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
legendary,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
legislation,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
legislative,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
legislature,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
legitimate,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
lengthy,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
lens,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
lesbian,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
lesser,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
lethal,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
liable,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
liberal,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
liberation,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
liberty,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
lifelong,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
lifetime,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
lighting,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
likelihood,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
likewise,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
limb,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
limitation,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
linear,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
lineup,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
linger,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
listing,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
liter,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
literacy,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
literally,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
literary,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
litter,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
liver,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
lobby,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
log,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
logic,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
logo,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
long-standing,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
longtime,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
loom,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
loop,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
lottery,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
loyal,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
loyalty,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
lyric,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
machinery,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
magical,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
magnetic,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
magnificent,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
magnitude,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
mainland,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
mainstream,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
maintenance,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
makeup,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
making,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
mandate,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
mandatory,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
manifest,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
manipulate,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
manipulation,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
manufacture,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
manufacturing,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
manuscript,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
marathon,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
march,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
margin,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
marginal,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
marine,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
marker,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
marketplace,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
martial,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
mask,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
massacre,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
mate,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
mathematical,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
mature,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
maximize,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
meaningful,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
meantime,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
mechanic,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
mechanical,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
mechanism,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
medal,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
medication,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
medieval,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
meditation,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
melody,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
membership,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
memo,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
memoir,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
memorable,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
memorial,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
mentor,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
merchant,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
mercy,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
mere,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
merely,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
merge,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
merger,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
merit,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
metaphor,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
methodology,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
midst,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
migration,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
militant,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
militia,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
mill,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
miner,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
minimal,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
minimize,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
mining,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
ministry,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
minute,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
miracle,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
miserable,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
misery,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
misleading,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
missile,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
mob,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
mobile,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
mobility,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
mobilize,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
mode,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
moderate,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
modest,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
modification,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
module,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
momentum,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
monk,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
monopoly,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
monster,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
monthly,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
monument,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
morality,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
moreover,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
mortgage,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
mosque,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
mosquito,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
motion,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
motivate,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
motivation,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
motive,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
moving,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
municipal,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
mutual,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
myth,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
naked,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
namely,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
nasty,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
nationwide,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
naval,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
navigation,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
nearby,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
necessity,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
neglect,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
negotiate,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
negotiation,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
neighboring,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
nest,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
net,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
