word,level,status,mastery,last_seen,scene,source,meaning_cn,example,collocations,scene_text
convention,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
conventional,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
conversion,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
convey,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
convict,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
conviction,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
convincing,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
cooperate,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
cooperative,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
coordinate,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
coordination,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
coordinator,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
cop,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
cope,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
copper,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
copyright,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
corporation,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
correction,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
correlate,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
correlation,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
correspond,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
correspondence,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
correspondent,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
corresponding,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
corridor,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
corrupt,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
corruption,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
costly,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
councilor,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
counseling,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
counselor,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
counter (long flat surface),B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
counter (argue against),C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
counterpart,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
countless,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
coup,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
courtesy,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
coverage,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
cowboy,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
crack,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
craft,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
crawl,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
creativity,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
creator,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
credibility,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
credible,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
creep,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
critically,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
critique,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
crown,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
crude,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
cruise,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
crush,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
crystal,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
cue,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
cult,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
cultivate,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
curiosity,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
curious,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
curriculum,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
custody,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
cute,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
cutting,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
cynical,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
dairy,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
dam,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
damaging,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
dare,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
darkness,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
database,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
dawn,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
deadline,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
deadly,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
dealer,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
debris,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
debut,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
decision-making,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
decisive,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
deck,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
declaration,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
dedicated,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
dedication,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
deed,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
deem,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
default,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
defect,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
defender,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
defensive,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
deficiency,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
deficit,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
defy,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
delegate,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
delegation,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
delete,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
delicate,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
delighted,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
democracy,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
democratic,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
demon,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
demonstration,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
denial,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
denounce,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
dense,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
density,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
depart,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
dependence,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
dependent,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
depict,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
deploy,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
deployment,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
deposit,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
depression,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
deprive,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
deputy,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
derive,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
descend,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
descent,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
designate,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
desirable,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
desktop,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
desperately,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
destruction,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
destructive,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
detain,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
detection,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
detention,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
deteriorate,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
determination,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
devastate,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
devil,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
devise,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
devote,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
diagnose,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
diagnosis,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
dictate,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
dictator,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
differ,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
differentiate,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
dignity,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
dilemma,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
dime,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
dimension,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
diminish,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
dip,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
diplomat,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
diplomatic,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
directory,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
disability,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
disabled,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
disagreement,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
disappoint,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
disappointment,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
disastrous,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
discard,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
discharge,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
disclose,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
disclosure,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
discourage,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
discourse,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
discretion,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
discrimination,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
dismissal,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
disorder,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
displace,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
disposal,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
dispose,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
dispute,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
disrupt,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
disruption,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
dissolve,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
distant,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
distinct,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
distinction,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
distinctive,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
distinguish,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
distort,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
distract,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
distress,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
disturb,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
disturbing,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
dive,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
diverse,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
diversity,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
divert,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
divine,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
divorce,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
doctrine,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
documentation,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
domain,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
dominance,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
dominant,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
donation,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
donor,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
dose,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
dot,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
drain,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
dramatically,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
drift,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
driving,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
drought,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
drown,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
dual,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
dub,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
dull,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
dumb,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
dump,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
duo,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
duration,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
dynamic,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
eager,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
earnings,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
ease,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
echo,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
ecological,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
economics,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
economist,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
editorial,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
educator,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
effectiveness,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
efficiency,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
efficiently,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
ego,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
elaborate,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
elbow,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
electoral,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
electronics,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
elegant,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
elementary,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
elevate,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
eligible,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
eliminate,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
elite,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
embark,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
embarrassment,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
embassy,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
embed,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
embody,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
embrace,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
emergence,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
emission,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
emotionally,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
empire,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
empirical,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
empower,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
enact,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
encompass,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
encouragement,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
encouraging,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
endeavor,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
endless,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
endorse,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
endorsement,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
endure,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
enforce,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
enforcement,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
engagement,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
engaging,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
enjoyable,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
enrich,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
enroll,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
ensue,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
enterprise,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
entertaining,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
enthusiast,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
entitle,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
entity,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
entrepreneur,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
envelope,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
epidemic,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
equality,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
equation,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
equip,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
equivalent,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
era,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
erect,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
erupt,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
escalate,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
essence,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
essentially,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
establishment,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
eternal,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
ethic,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
ethnic,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
evacuate,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
evaluation,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
evident,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
evoke,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
evolution,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
evolutionary,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
evolve,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
exaggerate,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
exceed,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
excellence,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
exception,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
exceptional,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
excess,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
excessive,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
exclude,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
exclusion,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
exclusive,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
exclusively,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
execute,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
execution,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
exert,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
exile,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
exotic,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
expansion,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
expedition,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
expenditure,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
experimental,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
expertise,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
expire,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
explicit,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
explicitly,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
exploit,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
exploitation,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
explosive,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
exposure,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
extension,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
extensive,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
extensively,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
extract,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
extremist,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
fabric,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
fabulous,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
facilitate,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
faction,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
faculty,B2,new,0,,Ashley,American_Oxford_5000.pdf,,,,
fade,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
failed,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
fairness,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
fake,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
fame,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
fantasy,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
fare,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
fatal,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
fate,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
favorable,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
feat,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
felony,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
feminist,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
fiber,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
fierce,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
filmmaker,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
filter,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
fine,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
firearm,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
firefighter,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
firework,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
firm,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
firmly,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
fiscal,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
fit,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
flavor,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
flaw,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
flawed,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
flee,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
fleet,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
flesh,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
flexibility,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
flourish,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
fluid,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
fond,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
fool,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
footage,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
forbid,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
forecast,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
foreigner,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
forge,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
format,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
formation,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
formerly,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
formula,C1,new,0,,Rose,American_Oxford_5000.pdf,,,,
formulate,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
forth,C1,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
forthcoming,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
fortunate,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
forum,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
fossil,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
foster,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
foundation,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
founder,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
fraction,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
fragile,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
fragment,B2,new,0,,Ada,American_Oxford_5000.pdf,,,,
framework,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
franchise,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
frankly,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
fraud,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
freely,B2,new,0,,Grace,American_Oxford_5000.pdf,,,,
frequent,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
freshman,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
frustrated,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
frustrating,C1,new,0,,Claire,American_Oxford_5000.pdf,,,,
frustration,C1,new,0,,Jill,American_Oxford_5000.pdf,,,,
fulfill,B2,new,0,,Sherry,American_Oxford_5000.pdf,,,,
full-time,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
functional,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
fundamentally,B2,new,0,,Rebecca,American_Oxford_5000.pdf,,,,
fundraising,C1,new,0,,Ashley,American_Oxford_5000.pdf,,,,
funeral,C1,new,0,,Ada,American_Oxford_5000.pdf,,,,
furious,B2,new,0,,Claire,American_Oxford_5000.pdf,,,,
gallon,B2,new,0,,Jill,American_Oxford_5000.pdf,,,,
gambling,C1,new,0,,Sherry,American_Oxford_5000.pdf,,,,
gaming,B2,new,0,,Rose,American_Oxford_5000.pdf,,,,
gathering,C1,new,0,,Grace,American_Oxford_5000.pdf,,,,
